order_id,user_id,product_id,timestamp,quantity,total_amount,payment
O001793,U00306,P0015,2025-04-14 17:46:08.081298,1,48.1,微信
O001794,U01673,P0167,2025-04-24 05:11:06.827098,3,185.49,支付宝
O001795,U00658,P0120,2025-09-21 09:54:38.177738,3,562.29,微信
O001796,U00823,P0083,2025-06-01 04:53:48.805267,2,71.9,微信
O001797,U01061,P0067,2025-01-31 19:51:17.883243,2,197.92,花呗
O001798,U01907,P0436,2025-11-04 00:38:26.984011,1,129.63,微信
O001799,U01502,P0389,2025-03-12 09:21:06.357104,1,185.25,微信
O001800,U01887,P0465,2025-07-21 14:02:07.247068,2,102.94,微信
O001801,U01487,P0407,2025-10-02 21:50:26.107173,2,162.4,银行卡
O001802,U00825,P0475,2025-09-02 03:05:12.147167,3,97.83,微信
O001803,U00081,P0368,2025-06-10 19:55:08.736520,1,43.81,支付宝
O001804,U00497,P0296,2025-02-09 05:02:21.523008,1,7.43,花呗
O001805,U00932,P0203,2025-03-20 10:50:47.717019,3,180.9,银行卡
O001806,U00020,P0131,2025-12-06 22:32:51.922529,2,46.66,银行卡
O001807,U00385,P0382,2025-01-02 23:49:22.028800,1,27.1,微信
O001808,U00819,P0050,2025-02-23 09:28:01.363102,1,15.81,微信
O001809,U01948,P0378,2025-06-24 12:28:04.111657,1,31.81,花呗
O001810,U00038,P0259,2025-11-30 23:42:09.672818,2,230.5,支付宝
O001811,U01676,P0289,2025-11-11 16:29:53.819421,3,109.56,银行卡
O001812,U01949,P0292,2025-11-13 13:02:22.333804,2,36.66,支付宝
O001813,U00767,P0445,2025-02-21 09:39:25.793979,1,52.31,花呗
O001814,U00602,P0108,2025-12-15 09:21:23.159764,3,300.36,花呗
O001815,U00088,P0100,2025-04-13 16:39:10.351807,3,104.19,花呗
O001816,U00171,P0360,2025-06-03 06:57:07.679389,1,31.98,微信
O001817,U01875,P0038,2025-05-07 03:55:32.998555,2,883.0,微信
O001818,U01463,P0432,2025-07-24 18:51:41.806048,1,34.78,支付宝
O001819,U01193,P0484,2025-06-14 02:16:20.832043,2,95.64,支付宝
O001820,U00869,P0446,2025-11-11 21:15:52.375298,2,341.02,支付宝
O001821,U00355,P0073,2025-10-16 18:16:22.694363,1,8.63,支付宝
O001822,U01915,P0332,2025-01-20 11:11:16.177248,3,190.2,支付宝
O001823,U00400,P0299,2025-06-14 02:58:18.038888,1,32.3,银行卡
O001824,U01705,P0310,2025-10-11 19:28:56.526031,1,22.48,支付宝
O001825,U00087,P0347,2025-09-11 19:05:59.955178,1,17.33,微信
O001826,U01496,P0052,2025-10-15 08:39:09.650441,3,108.27,支付宝
O001827,U01221,P0325,2025-01-17 04:29:39.718962,2,192.34,支付宝
O001828,U00460,P0139,2025-03-23 19:32:59.710180,2,89.44,支付宝
O001829,U01423,P0009,2025-09-23 22:47:20.372718,2,183.54,银行卡
O001830,U01958,P0183,2025-04-11 01:26:04.243681,1,16.98,微信
O001831,U00479,P0352,2025-07-07 20:43:48.933704,2,383.84,花呗
O001832,U01374,P0257,2025-01-31 05:40:38.296013,1,9.44,花呗
O001833,U00134,P0171,2025-06-23 11:18:31.324613,2,296.62,支付宝
O001834,U00447,P0055,2025-12-30 23:37:26.232116,2,88.4,银行卡
O001835,U00490,P0003,2025-04-12 13:08:53.587155,1,55.12,支付宝
O001836,U01960,P0011,2025-02-22 21:19:16.107202,1,79.75,支付宝
O001837,U01346,P0170,2025-06-17 11:14:52.695873,1,47.13,支付宝
O001838,U01747,P0210,2025-03-12 04:22:43.501202,1,110.84,微信
O001839,U01936,P0145,2025-11-02 23:04:01.447178,1,138.76,银行卡
O001840,U00266,P0477,2025-11-27 14:42:38.712906,2,47.52,微信
O001841,U01312,P0445,2025-06-18 16:38:34.458639,2,104.62,微信
O001842,U00505,P0490,2025-03-12 03:54:02.532851,2,14.14,微信
O001843,U00812,P0057,2025-11-06 23:08:32.789557,2,66.32,微信
O001844,U00547,P0251,2025-06-18 00:46:13.531544,3,160.14,花呗
O001845,U00569,P0448,2025-04-07 17:05:43.648964,2,53.46,微信
O001846,U01459,P0398,2025-11-07 03:08:58.899290,3,141.27,支付宝
O001847,U01160,P0348,2025-09-25 00:05:37.403416,2,88.04,支付宝
O001848,U00074,P0493,2025-02-05 21:31:37.270966,1,490.83,微信
O001849,U00536,P0120,2025-10-20 23:12:19.342804,2,374.86,花呗
O001850,U00260,P0045,2025-02-26 12:10:52.536893,2,22.7,银行卡
O001851,U00879,P0169,2025-11-29 22:03:47.131377,1,26.43,支付宝
O001852,U00714,P0147,2025-03-30 03:30:52.883639,3,136.29,花呗
O001853,U01744,P0396,2025-05-30 03:32:03.255174,1,90.39,微信
O001854,U01947,P0135,2025-11-08 21:58:48.534129,3,179.58,支付宝
O001855,U01280,P0240,2025-05-30 10:31:31.242359,2,56.54,银行卡
O001856,U00992,P0078,2025-02-15 00:17:28.798654,1,41.74,银行卡
O001857,U00067,P0472,2025-09-07 19:19:55.834208,2,251.04,微信
O001858,U01491,P0194,2025-07-12 23:25:50.993641,2,10.0,支付宝
O001859,U00881,P0321,2025-07-23 15:32:14.144082,2,10.0,微信
O001860,U00807,P0100,2025-02-11 11:14:57.453374,3,104.19,微信
O001861,U01225,P0346,2025-12-15 22:06:20.063889,2,104.16,支付宝
O001862,U01700,P0036,2025-03-19 14:21:26.257782,2,166.2,支付宝
O001863,U01260,P0262,2025-04-12 15:41:17.340525,1,9.19,支付宝
O001864,U00569,P0285,2025-01-31 02:51:29.689138,3,51.6,微信
O001865,U00275,P0378,2025-02-14 20:35:19.537702,1,31.81,支付宝
O001866,U01857,P0394,2025-10-11 04:20:51.895175,2,50.04,支付宝
O001867,U01749,P0459,2025-02-24 16:58:05.414936,2,86.66,支付宝
O001868,U00606,P0303,2025-08-03 16:45:56.558519,2,355.02,花呗
O001869,U00095,P0003,2025-08-21 15:32:45.035256,2,110.24,支付宝
O001870,U00762,P0464,2025-07-26 23:16:39.666094,3,85.35,支付宝
O001871,U00205,P0263,2025-01-02 12:21:39.208187,2,236.94,支付宝
O001872,U00307,P0445,2025-07-01 13:53:18.322272,1,52.31,花呗
O001873,U01809,P0240,2025-04-18 01:38:37.309222,1,28.27,支付宝
O001874,U01925,P0356,2025-04-11 23:34:07.578338,1,81.38,微信
O001875,U00548,P0053,2025-01-19 01:39:47.128465,3,914.97,支付宝
O001876,U01660,P0145,2025-10-06 23:18:19.744631,1,138.76,支付宝
O001877,U00730,P0373,2025-11-05 11:07:54.178764,1,35.8,支付宝
O001878,U00210,P0383,2025-06-06 18:13:44.308190,3,191.37,花呗
O001879,U00109,P0181,2025-08-07 15:37:59.056286,2,66.08,微信
O001880,U01297,P0269,2025-05-08 11:06:42.172449,2,73.62,微信
O001881,U00860,P0093,2025-12-25 01:53:49.189668,1,9.86,银行卡
O001882,U00773,P0012,2025-10-25 21:43:13.581997,1,46.23,花呗
O001883,U01336,P0078,2025-11-07 19:32:17.827241,2,83.48,微信
O001884,U01340,P0310,2025-10-17 18:47:59.480631,1,22.48,微信
O001885,U00036,P0438,2025-10-02 15:40:28.970698,1,49.21,支付宝
O001886,U00887,P0351,2025-09-11 16:42:16.730819,2,93.42,支付宝
O001887,U00141,P0371,2025-01-21 16:45:46.871291,1,30.78,支付宝
O001888,U00341,P0010,2025-12-30 21:08:14.172417,3,88.65,支付宝
O001889,U00654,P0292,2025-05-23 00:53:38.896510,1,18.33,支付宝
O001890,U00607,P0032,2025-03-25 09:24:07.739629,3,81.93,支付宝
O001891,U00390,P0137,2025-08-24 04:24:25.973080,3,147.42,花呗
O001892,U01499,P0408,2025-07-29 13:00:33.052595,1,84.79,微信
O001893,U00967,P0202,2025-09-06 15:10:39.910385,3,136.14,支付宝
O001894,U00941,P0361,2025-05-09 10:48:58.977616,1,106.07,支付宝
O001895,U00544,P0144,2025-06-27 06:21:23.369263,2,104.98,微信
O001896,U01399,P0329,2025-08-06 17:50:37.945864,3,194.7,微信
O001897,U00704,P0004,2025-08-12 08:17:27.302882,1,47.14,微信
O001898,U01167,P0026,2025-01-27 12:55:08.243818,1,88.85,银行卡
O001899,U01771,P0164,2025-09-12 16:13:59.002089,3,1918.62,银行卡
O001900,U00840,P0199,2025-03-07 10:22:36.934218,1,243.9,微信
O001901,U00540,P0015,2025-11-03 15:04:36.788154,3,144.3,花呗
O001902,U01814,P0449,2025-02-25 22:15:50.934336,2,328.14,支付宝
O001903,U00312,P0204,2025-10-11 02:11:09.304231,1,23.92,微信
O001904,U00567,P0246,2025-05-11 08:35:46.929504,2,87.74,银行卡
O001905,U01620,P0427,2025-07-15 13:40:28.376318,2,65.36,银行卡
O001906,U01040,P0374,2025-03-29 03:34:57.453003,1,31.81,微信
O001907,U00852,P0182,2025-02-13 01:55:09.722795,1,24.04,银行卡
O001908,U00842,P0106,2025-09-04 09:17:09.509609,1,143.26,支付宝
O001909,U00633,P0055,2025-03-05 12:19:19.280261,2,88.4,花呗
O001910,U00785,P0201,2025-11-26 15:33:32.702443,1,6.71,银行卡
O001911,U00801,P0014,2025-02-13 21:05:08.369865,2,29.4,微信
O001912,U01625,P0145,2025-04-04 10:58:26.835923,1,138.76,银行卡
O001913,U01222,P0483,2025-03-11 05:29:02.642972,1,25.57,银行卡
O001914,U01421,P0215,2025-12-18 05:05:38.052555,2,218.52,微信
O001915,U01011,P0180,2025-05-17 22:07:28.706057,2,87.22,花呗
O001916,U01657,P0461,2025-02-14 17:45:15.682488,1,112.61,花呗
O001917,U01319,P0255,2025-02-28 20:01:18.305976,1,95.86,银行卡
O001918,U00603,P0024,2025-06-16 18:59:16.562036,1,39.12,花呗
O001919,U00545,P0314,2025-03-06 15:15:00.393850,3,127.44,支付宝
O001920,U01240,P0230,2025-05-25 20:53:41.154856,2,22.28,微信
O001921,U00948,P0030,2025-09-28 08:25:33.420795,1,78.89,花呗
O001922,U00739,P0165,2025-04-07 09:52:09.201638,1,40.04,花呗
O001923,U00641,P0270,2025-08-02 14:50:35.705112,2,27.06,花呗
O001924,U00481,P0075,2025-08-11 02:03:04.778321,1,36.43,微信
O001925,U00567,P0352,2025-12-21 07:32:44.511851,2,383.84,微信
O001926,U01858,P0326,2025-06-10 21:44:40.498508,1,51.41,支付宝
O001927,U01617,P0269,2025-11-09 07:42:00.441765,1,36.81,花呗
O001928,U00490,P0016,2025-09-19 21:19:01.868364,1,44.41,微信
O001929,U00075,P0429,2025-06-14 14:13:26.568345,1,34.64,微信
O001930,U00194,P0136,2025-12-19 20:52:10.013769,2,140.06,支付宝
O001931,U00382,P0072,2025-08-06 21:14:19.778344,1,66.58,支付宝
O001932,U00975,P0448,2025-03-01 03:31:21.926302,2,53.46,花呗
O001933,U01709,P0353,2025-11-03 06:31:11.277527,1,11.69,花呗
O001934,U00334,P0221,2025-08-01 02:00:40.348934,1,210.57,微信
O001935,U01113,P0301,2025-06-19 05:39:20.942111,1,250.37,微信
O001936,U01493,P0230,2025-10-14 05:27:50.684381,3,33.42,微信
O001937,U00127,P0434,2025-09-18 00:14:51.032097,1,133.81,花呗
O001938,U01328,P0019,2025-09-13 22:44:07.615889,3,144.72,支付宝
O001939,U01115,P0166,2025-03-09 19:30:24.647435,1,31.48,微信
O001940,U01175,P0039,2025-07-09 05:52:38.003435,3,167.88,银行卡
O001941,U01666,P0231,2025-06-30 12:26:26.948062,2,40.06,支付宝
O001942,U00262,P0391,2025-11-07 06:55:00.033893,2,34.06,微信
O001943,U01952,P0161,2025-08-02 04:46:54.910312,1,46.45,花呗
O001944,U01675,P0024,2025-11-24 04:47:38.642400,1,39.12,微信
O001945,U00882,P0073,2025-07-02 02:25:30.821108,2,17.26,微信
O001946,U00358,P0078,2025-07-17 17:20:01.767994,1,41.74,微信
O001947,U01389,P0208,2025-06-05 04:51:48.191362,1,12.51,微信
O001948,U00095,P0308,2025-06-07 13:28:42.167694,2,81.2,微信
O001949,U01250,P0219,2025-03-20 18:34:53.558560,1,10.37,银行卡
O001950,U01703,P0132,2025-03-08 18:20:55.380370,1,68.78,花呗
O001951,U00075,P0229,2025-04-29 02:03:00.334256,2,395.0,支付宝
O001952,U01300,P0006,2025-09-04 10:52:00.019383,3,68.49,花呗
O001953,U00664,P0108,2025-03-03 10:46:03.110682,3,300.36,微信
O001954,U00130,P0137,2025-04-09 15:13:30.604565,1,49.14,花呗
O001955,U01870,P0483,2025-03-06 06:07:13.153334,1,25.57,微信
O001956,U01777,P0430,2025-12-11 00:58:30.372310,1,63.83,微信
O001957,U01706,P0036,2025-08-18 20:46:16.963369,1,83.1,支付宝
O001958,U00822,P0010,2025-02-25 15:06:04.022141,2,59.1,支付宝
O001959,U00493,P0301,2025-12-03 06:49:00.215163,1,250.37,银行卡
O001960,U00305,P0312,2025-10-31 03:01:56.015015,1,14.78,花呗
O001961,U01404,P0229,2025-06-15 10:21:26.506475,1,197.5,微信
O001962,U01535,P0370,2025-06-17 12:50:43.820978,1,37.66,支付宝
O001963,U00369,P0496,2025-11-01 07:16:18.857126,1,93.75,支付宝
O001964,U00394,P0459,2025-09-20 12:24:51.037289,2,86.66,微信
O001965,U01418,P0162,2025-09-05 08:38:59.793578,3,174.51,支付宝
O001966,U00367,P0443,2025-11-24 00:00:45.144825,3,490.71,支付宝
O001967,U00588,P0482,2025-06-17 10:06:44.165822,3,793.14,花呗
O001968,U01033,P0281,2025-06-05 16:38:45.923043,2,470.68,微信
O001969,U00289,P0481,2025-09-10 13:23:47.138500,2,30.44,微信
O001970,U00393,P0144,2025-05-12 20:49:32.115922,3,157.47,微信
O001971,U00780,P0031,2025-01-25 14:54:04.889289,1,46.48,微信
O001972,U01996,P0391,2025-07-04 04:47:09.648893,1,17.03,微信
O001973,U00787,P0063,2025-04-30 23:12:37.610046,3,649.47,花呗
O001974,U00351,P0377,2025-04-02 18:41:26.377898,1,23.6,花呗
O001975,U01132,P0313,2025-06-18 05:57:06.894076,2,176.52,微信
O001976,U01083,P0235,2025-08-24 07:14:17.671760,2,569.0,支付宝
O001977,U01367,P0332,2025-06-11 11:21:13.831050,2,126.8,支付宝
O001978,U01657,P0197,2025-11-03 11:35:10.901405,2,63.1,支付宝
O001979,U00472,P0060,2025-10-14 13:27:43.891043,1,14.42,支付宝
O001980,U00816,P0291,2025-08-10 11:16:53.320347,1,95.31,花呗
O001981,U01860,P0393,2025-12-17 10:30:07.779093,3,39.78,银行卡
O001982,U00814,P0221,2025-01-09 01:43:54.398440,2,421.14,支付宝
O001983,U00728,P0269,2025-02-14 04:24:46.907804,1,36.81,微信
O001984,U01113,P0220,2025-04-16 13:36:10.228460,3,386.28,微信
O001985,U01084,P0247,2025-01-13 19:45:35.123241,2,128.6,银行卡
O001986,U01367,P0304,2025-03-25 17:58:25.164799,2,25.84,银行卡
O001987,U01642,P0036,2025-10-01 03:19:40.887379,1,83.1,支付宝
O001988,U01767,P0187,2025-04-15 06:35:26.103753,1,8.8,微信
O001989,U00311,P0126,2025-05-28 08:30:23.701898,1,26.21,支付宝
O001990,U00598,P0144,2025-09-09 22:06:26.340548,1,52.49,微信
O001991,U01241,P0354,2025-03-21 01:38:35.295372,1,101.51,花呗
O001992,U01544,P0364,2025-03-30 10:39:17.924892,1,67.3,支付宝
O001993,U01547,P0130,2025-07-21 13:12:35.689755,3,80.7,微信
O001994,U00017,P0381,2025-06-18 12:20:29.047067,1,25.15,花呗
O001995,U00324,P0324,2025-06-20 08:44:36.501331,2,51.44,微信
O001996,U00638,P0388,2025-06-07 09:42:50.742553,2,300.92,微信
O001997,U01993,P0486,2025-08-14 15:06:28.907602,1,6.96,银行卡
O001998,U01658,P0183,2025-06-03 04:24:14.236204,2,33.96,微信
O001999,U00152,P0339,2025-06-23 16:25:29.243455,1,5.0,支付宝
O002000,U01473,P0320,2025-11-10 13:58:16.758527,3,2594.88,微信
O002001,U01554,P0448,2025-05-20 02:45:50.276577,1,26.73,花呗
O002002,U00319,P0072,2025-10-07 12:55:57.533854,2,133.16,支付宝
O002003,U00631,P0066,2025-05-09 05:44:17.871223,2,91.96,支付宝
O002004,U00417,P0106,2025-03-21 20:47:40.701846,3,429.78,微信
O002005,U00819,P0074,2025-06-04 06:35:18.247506,1,24.93,微信
O002006,U00699,P0474,2025-05-29 07:00:26.805568,3,213.57,微信
O002007,U01387,P0326,2025-11-28 04:27:48.547214,1,51.41,微信
O002008,U00115,P0049,2025-04-10 14:17:48.147846,1,92.03,支付宝
O002009,U00971,P0497,2025-12-20 19:52:19.873525,3,262.47,微信
O002010,U01435,P0284,2025-11-01 12:23:55.735936,1,21.5,花呗
O002011,U00453,P0288,2025-04-25 03:51:12.933831,3,1287.78,支付宝
O002012,U01828,P0417,2025-03-28 14:40:07.333000,2,105.08,支付宝
O002013,U00305,P0056,2025-09-11 12:39:51.698629,1,24.0,花呗
O002014,U01644,P0187,2025-08-02 01:37:12.449068,1,8.8,微信
O002015,U01647,P0399,2025-08-23 03:49:17.781927,2,67.36,花呗
O002016,U01770,P0494,2025-02-09 21:00:48.234414,1,19.4,花呗
O002017,U01925,P0198,2025-10-25 01:28:48.648175,1,43.74,支付宝
O002018,U01995,P0250,2025-04-14 22:19:26.898476,2,88.72,银行卡
O002019,U01923,P0143,2025-02-14 11:13:00.027007,1,17.55,微信
O002020,U00799,P0429,2025-08-15 13:01:24.997472,1,34.64,支付宝
O002021,U01708,P0423,2025-09-09 00:29:59.692472,1,43.44,银行卡
O002022,U00529,P0251,2025-08-25 04:27:00.512919,1,53.38,支付宝
O002023,U00095,P0296,2025-01-11 07:12:26.482142,3,22.29,支付宝
O002024,U00148,P0278,2025-07-17 13:29:02.034319,3,47.94,银行卡
O002025,U00245,P0036,2025-11-07 05:21:39.896620,1,83.1,支付宝
O002026,U01475,P0127,2025-11-24 06:44:43.262477,2,42.68,支付宝
O002027,U01348,P0085,2025-11-07 05:02:25.122216,1,85.71,支付宝
O002028,U00852,P0289,2025-01-22 13:10:57.802633,1,36.52,支付宝
O002029,U00990,P0262,2025-09-13 05:51:46.546869,2,18.38,支付宝
O002030,U00765,P0445,2025-12-10 10:03:27.136869,1,52.31,微信
O002031,U00260,P0365,2025-12-18 04:22:45.397795,1,34.96,支付宝
O002032,U00932,P0128,2025-11-09 01:56:12.386625,1,21.19,微信
O002033,U00851,P0190,2025-01-08 08:04:44.059502,1,14.23,花呗
O002034,U00202,P0484,2025-10-23 04:01:21.919740,1,47.82,微信
O002035,U01667,P0126,2025-06-10 21:08:03.258538,1,26.21,花呗
O002036,U00838,P0343,2025-06-07 15:22:44.673595,1,227.47,支付宝
O002037,U01166,P0263,2025-04-21 13:29:07.560472,3,355.41,微信
O002038,U00254,P0479,2025-12-07 15:23:40.242087,1,102.34,微信
O002039,U01978,P0245,2025-02-13 06:47:55.139929,3,158.55,花呗
O002040,U01142,P0272,2025-06-13 04:50:32.622894,3,256.44,微信
O002041,U00946,P0330,2025-02-12 10:11:47.782105,1,87.01,支付宝
O002042,U00978,P0392,2025-09-04 05:27:43.300130,3,88.95,支付宝
O002043,U01578,P0192,2025-01-19 04:32:41.327795,1,54.86,支付宝
O002044,U01506,P0402,2025-06-08 00:51:14.535755,1,96.48,微信
O002045,U00357,P0447,2025-02-09 07:38:48.608787,2,72.36,微信
O002046,U01857,P0071,2025-06-14 04:04:24.815352,2,195.42,微信
O002047,U00182,P0159,2025-06-04 11:12:51.922475,1,13.92,银行卡
O002048,U01438,P0390,2025-02-17 16:56:40.260146,1,17.42,微信
O002049,U00098,P0123,2025-06-02 05:16:07.391417,1,45.44,微信
O002050,U01403,P0108,2025-09-05 12:01:20.854201,2,200.24,微信
O002051,U00707,P0497,2025-12-05 11:20:44.123518,3,262.47,支付宝
O002052,U00515,P0113,2025-08-01 04:54:06.366676,1,20.95,花呗
O002053,U00929,P0037,2025-12-27 23:29:47.088379,3,30.81,微信
O002054,U01362,P0320,2025-09-13 01:39:27.815594,1,864.96,微信
O002055,U00720,P0356,2025-08-28 00:10:34.156597,3,244.14,银行卡
O002056,U00939,P0389,2025-06-20 22:49:35.732625,1,185.25,支付宝
O002057,U01496,P0016,2025-09-20 19:39:25.621073,1,44.41,微信
O002058,U01801,P0101,2025-03-02 07:55:00.467164,3,237.66,微信
O002059,U00288,P0317,2025-06-13 21:48:01.983548,1,40.61,支付宝
O002060,U00483,P0459,2025-06-17 01:35:27.772457,1,43.33,支付宝
O002061,U01936,P0467,2025-03-02 00:55:40.443155,2,139.06,花呗
O002062,U00541,P0429,2025-01-18 05:25:54.111610,1,34.64,支付宝
O002063,U00926,P0332,2025-06-29 22:12:23.095718,3,190.2,支付宝
O002064,U00026,P0120,2025-06-11 15:12:01.881211,1,187.43,花呗
O002065,U00759,P0075,2025-08-26 05:01:47.786090,3,109.29,微信
O002066,U01009,P0461,2025-06-16 08:08:36.305870,2,225.22,微信
O002067,U00827,P0123,2025-11-01 07:18:49.489803,1,45.44,微信
O002068,U00546,P0353,2025-10-04 08:48:07.147582,3,35.07,支付宝
O002069,U01354,P0289,2025-06-13 06:47:31.296214,1,36.52,支付宝
O002070,U01983,P0230,2025-04-24 09:41:19.849426,1,11.14,支付宝
O002071,U01320,P0027,2025-01-29 10:03:44.075489,2,56.7,支付宝
O002072,U00096,P0028,2025-05-24 08:15:38.783756,2,132.12,微信
O002073,U00123,P0364,2025-07-16 20:16:56.155633,2,134.6,微信
O002074,U01702,P0441,2025-08-12 10:22:57.615115,1,68.3,支付宝
O002075,U01146,P0082,2025-07-26 07:21:05.114279,3,209.91,微信
O002076,U00086,P0173,2025-12-20 22:17:44.642239,3,203.61,微信
O002077,U00003,P0030,2025-10-23 07:00:58.361794,1,78.89,支付宝
O002078,U01655,P0465,2025-11-15 08:54:23.709160,1,51.47,微信
O002079,U01986,P0169,2025-10-13 03:36:00.296540,1,26.43,支付宝
O002080,U01097,P0259,2025-08-15 02:12:47.499758,3,345.75,支付宝
O002081,U01618,P0092,2025-06-29 10:02:02.593299,3,532.53,支付宝
O002082,U01581,P0281,2025-02-03 11:23:22.163849,2,470.68,微信
O002083,U00311,P0156,2025-06-12 02:09:01.464481,3,225.12,微信
O002084,U01462,P0323,2025-01-24 07:07:52.181264,2,210.02,微信
O002085,U00870,P0032,2025-06-14 21:08:53.210307,2,54.62,微信
O002086,U01462,P0082,2025-11-07 09:00:40.700343,2,139.94,微信
O002087,U01084,P0423,2025-04-15 08:19:26.296715,1,43.44,微信
O002088,U01729,P0160,2025-11-30 15:22:27.701591,2,27.08,微信
O002089,U01863,P0178,2025-11-01 08:28:06.673617,1,120.99,支付宝
O002090,U00220,P0326,2025-12-14 12:18:57.302090,3,154.23,微信
O002091,U00271,P0172,2025-06-16 11:22:31.958535,3,470.31,花呗
O002092,U00396,P0096,2025-04-28 19:49:33.627729,1,36.7,支付宝
O002093,U01733,P0400,2025-07-13 03:31:15.226875,2,29.52,支付宝
O002094,U00243,P0243,2025-10-11 02:25:23.772150,2,68.5,微信
O002095,U00031,P0490,2025-06-03 08:05:16.082322,1,7.07,银行卡
O002096,U00274,P0321,2025-10-12 03:17:24.179740,1,5.0,支付宝
O002097,U01606,P0461,2025-06-13 00:32:14.336846,1,112.61,银行卡
O002098,U01317,P0323,2025-01-25 11:27:52.958706,1,105.01,支付宝
O002099,U01503,P0126,2025-04-11 02:26:11.733809,1,26.21,支付宝
O002100,U00868,P0190,2025-04-08 05:43:53.462804,1,14.23,支付宝
O002101,U00300,P0314,2025-11-06 09:04:54.115915,2,84.96,微信
O002102,U00364,P0310,2025-02-18 01:03:21.995198,1,22.48,支付宝
O002103,U01689,P0418,2025-09-13 10:36:33.688880,1,70.12,微信
O002104,U01700,P0149,2025-05-17 06:27:08.795452,1,37.62,支付宝
O002105,U01840,P0141,2025-02-10 19:30:51.169690,1,35.03,花呗
O002106,U01957,P0447,2025-02-19 15:52:50.495256,1,36.18,支付宝
O002107,U01638,P0059,2025-05-13 07:18:00.140888,1,177.05,花呗
O002108,U01599,P0367,2025-11-20 17:48:19.119482,1,54.79,支付宝
O002109,U00104,P0138,2025-09-24 11:23:41.662025,2,29.64,银行卡
O002110,U01409,P0225,2025-07-13 05:07:59.619048,1,65.84,支付宝
O002111,U00111,P0387,2025-05-24 17:09:02.972078,3,50.94,支付宝
O002112,U01372,P0251,2025-08-20 06:35:48.355964,1,53.38,微信
O002113,U00824,P0126,2025-12-08 05:22:54.380649,1,26.21,微信
O002114,U00773,P0102,2025-03-19 06:07:08.499497,2,193.46,微信
O002115,U01916,P0349,2025-07-09 12:21:02.659011,2,786.06,微信
O002116,U01834,P0142,2025-09-08 02:43:07.232923,1,11.42,微信
O002117,U01223,P0351,2025-03-24 21:42:50.568034,2,93.42,微信
O002118,U01915,P0164,2025-01-01 05:00:52.437338,2,1279.08,花呗
O002119,U01545,P0060,2025-08-22 02:33:42.536656,1,14.42,支付宝
O002120,U00488,P0196,2025-11-05 01:07:56.895031,3,221.64,花呗
O002121,U01071,P0210,2025-01-02 14:51:27.132017,3,332.52,花呗
O002122,U01034,P0342,2025-04-11 09:20:08.076514,1,77.99,支付宝
O002123,U01434,P0294,2025-09-25 14:05:50.391630,1,101.94,银行卡
O002124,U01297,P0413,2025-10-18 21:56:04.963279,2,469.46,微信
O002125,U01757,P0069,2025-04-09 10:47:38.653956,1,78.79,支付宝
O002126,U00678,P0021,2025-12-08 03:14:21.754142,3,141.3,花呗
O002127,U01292,P0221,2025-04-17 07:02:13.034226,1,210.57,银行卡
O002128,U01437,P0109,2025-11-26 17:20:49.110597,1,29.25,微信
O002129,U01922,P0491,2025-12-20 05:09:39.845310,2,353.64,支付宝
O002130,U00682,P0035,2025-04-30 17:48:35.287597,1,51.75,花呗
O002131,U00719,P0159,2025-04-03 23:28:20.124012,3,41.76,微信
O002132,U01837,P0307,2025-01-29 10:10:38.218034,2,144.78,微信
O002133,U00217,P0209,2025-08-02 16:03:53.314071,1,40.62,花呗
O002134,U00900,P0086,2025-06-10 06:36:04.435782,1,238.09,支付宝
O002135,U00080,P0137,2025-08-16 15:24:19.486111,1,49.14,支付宝
O002136,U01099,P0060,2025-05-25 21:59:44.634188,1,14.42,微信
O002137,U01847,P0426,2025-01-02 04:12:27.146484,1,56.46,银行卡
O002138,U01108,P0325,2025-03-10 03:21:40.445952,3,288.51,支付宝
O002139,U01697,P0192,2025-03-08 02:47:16.132722,1,54.86,微信
O002140,U01806,P0421,2025-08-10 04:54:26.823016,2,167.92,支付宝
O002141,U00925,P0491,2025-11-21 05:36:24.761829,1,176.82,微信
O002142,U01286,P0146,2025-11-01 14:29:38.747298,2,587.24,银行卡
O002143,U00309,P0324,2025-12-17 20:44:13.413602,1,25.72,支付宝
O002144,U00307,P0020,2025-03-28 11:44:04.693347,1,114.79,微信
O002145,U00837,P0076,2025-05-04 15:41:15.951737,1,7.56,支付宝
O002146,U01756,P0240,2025-01-06 22:59:13.954116,1,28.27,微信
O002147,U00095,P0152,2025-11-14 16:33:27.646049,2,925.9,花呗
O002148,U00397,P0068,2025-06-13 19:24:51.374158,1,59.43,支付宝
O002149,U00787,P0057,2025-08-16 05:33:19.070992,2,66.32,银行卡
O002150,U01205,P0156,2025-10-12 20:43:27.757011,2,150.08,花呗
O002151,U01411,P0195,2025-07-06 15:26:51.424031,1,28.21,微信
O002152,U00691,P0445,2025-01-13 10:32:29.004912,1,52.31,支付宝
O002153,U01280,P0347,2025-03-28 00:30:50.731914,1,17.33,银行卡
O002154,U00157,P0217,2025-09-27 16:26:53.757403,2,452.52,花呗
O002155,U01157,P0260,2025-08-18 23:10:51.938764,1,68.63,微信
O002156,U00010,P0500,2025-11-10 06:37:30.294090,1,68.81,银行卡
O002157,U01336,P0252,2025-04-13 23:45:32.598804,3,440.73,支付宝
O002158,U00588,P0408,2025-03-23 15:04:01.832375,1,84.79,微信
